Id,Dt_Customer,Recency,CustomerTenure,MntTotal,TotalPurchases,Perc_WebPurchases,Perc_CatalogPurchases,Perc_StorePurchases,Income,Kidhome,Teenhome,Education,Marital_Status,NumWebVisitsMonth,CLV_simple,CLV_log,Churn_KMeans,Valioso,Churn_Valioso_KMeans,Prob_Churn_Valioso_Modelo
1891,2012-08-08,12,850,1754,16,0.25,0.375,0.3125,78789.0,0,0,Master,Divorced,2,28064,21.1647387049226,0,1,0,0.0
7224,2013-12-29,24,342,31,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,31353.0,1,1,Graduation,Married,8,186,6.744010667203367,0,0,0,0.0
1992,2014-01-01,2,339,893,16,0.125,0.125,0.5,60597.0,0,1,Graduation,Married,7,14288,19.25368428450149,0,1,0,0.01
11031,2013-05-21,90,564,40,5,0.2,0.0,0.6,48699.0,1,1,PhD,Married,5,200,6.653827915178242,1,0,0,0.01
3225,2013-01-04,71,701,265,14,0.2857142857142857,0.0714285714285714,0.3571428571428571,42207.0,1,0,Master,Married,6,3710,15.120388301849728,0,0,0,0.0
4547,2013-04-17,86,598,25,6,0.1666666666666666,0.0,0.5,13672.0,1,1,Graduation,Together,8,150,6.339963119937982,1,0,0,0.0
4198,2013-12-03,6,368,25,4,0.0,0.0,0.75,29672.0,1,1,Graduation,Together,6,100,5.243704090662064,0,0,0,0.0
4653,2013-03-26,46,620,189,12,0.25,0.0833333333333333,0.3333333333333333,42011.0,1,0,Graduation,Together,8,2268,13.458351022473256,0,0,0,0.0
7381,2012-06-12,10,907,1442,22,0.5,0.1818181818181818,0.2727272727272727,75693.0,0,0,Graduation,Divorced,4,31724,22.809088580430306,0,1,0,0.0
6516,2013-03-18,37,628,18,4,0.25,0.0,0.5,17487.0,1,0,Basic,Married,7,72,4.738891723919229,0,0,0,0.0
9905,2013-07-13,69,511,255,14,0.2142857142857142,0.2142857142857142,0.2142857142857142,34074.0,1,1,Graduation,Together,6,3570,15.016618893670318,0,0,0,0.0
697,2013-12-03,78,368,2047,21,0.238095238095238,0.4285714285714285,0.2857142857142857,74918.0,0,0,Graduation,Together,3,42987,23.568020976900545,0,1,0,0.01
3673,2013-07-14,59,510,779,26,0.2692307692307692,0.1923076923076923,0.4230769230769231,55239.0,0,1,Graduation,Single,5,20254,21.947946402051805,0,1,0,0.0
5123,2013-04-15,57,600,143,7,0.2857142857142857,0.1428571428571428,0.4285714285714285,27450.0,0,0,Master,Married,7,1001,10.33443622953127,0,0,0,0.0
2285,2013-05-28,0,557,335,15,0.3333333333333333,0.1333333333333333,0.3333333333333333,36634.0,0,1,Master,Together,7,5025,16.12845679812915,0,0,0,0.0
11075,2013-10-29,37,403,270,15,0.2,0.2,0.3333333333333333,51267.0,1,1,Graduation,Married,4,4050,15.53237146341828,0,0,0,0.0
6507,2013-04-10,16,605,56,8,0.125,0.125,0.5,30828.0,1,0,Graduation,Single,3,448,8.883491613116437,0,0,0,0.0
3197,2013-12-16,38,355,670,20,0.3,0.2,0.4,77353.0,0,1,Graduation,Married,4,13400,19.816093679472004,0,1,0,0.0
7101,2013-01-25,24,680,1198,31,0.3225806451612903,0.1612903225806451,0.3225806451612903,52278.0,0,1,PhD,Widow,8,37138,24.569444526056063,0,1,0,0.0
4785,2014-04-14,3,236,714,22,0.2727272727272727,0.1363636363636363,0.5,77622.0,0,2,PhD,Together,3,15708,20.607353898069185,0,1,0,0.0
3340,2012-08-17,56,841,436,20,0.35,0.05,0.3,42014.0,1,0,Graduation,Married,8,8720,18.510493032327982,0,1,0,0.0
339,2012-11-23,82,743,496,18,0.5,0.1111111111111111,0.2777777777777778,57091.0,0,1,PhD,Married,7,8928,18.2808144785029,0,1,0,0.03
5989,2013-04-16,51,599,1576,24,0.4166666666666667,0.0833333333333333,0.4583333333333333,78353.0,0,1,2n Cycle,Divorced,8,37824,23.701482654220836,0,1,0,0.01
1048,2013-07-14,11,510,178,10,0.3,0.1,0.4,35641.0,1,0,Master,Married,7,1780,12.438807902006912,0,0,0,0.0
1627,2013-01-26,84,679,789,22,0.2272727272727272,0.3181818181818182,0.4090909090909091,77297.0,0,0,2n Cycle,Divorced,4,17358,20.920120708981905,1,1,1,0.95
6991,2013-10-04,88,428,637,20,0.45,0.15,0.3,43185.0,0,1,Graduation,Divorced,8,12740,19.662555814051387,1,1,1,0.67
2245,2013-04-22,50,593,139,10,0.2,0.1,0.4,43641.0,1,1,Master,Married,6,1390,11.849541005034736,0,0,0,0.0
153,2013-10-17,29,415,46,5,0.2,0.0,0.6,23272.0,0,0,Graduation,Divorced,4,230,6.898538423289683,0,0,0,0.0
5544,2012-10-11,32,786,1490,22,0.3181818181818182,0.3636363636363636,0.2272727272727272,67384.0,0,1,Graduation,Single,5,32780,22.91169059256893,0,1,0,0.0
9483,2013-08-19,24,474,637,25,0.16,0.24,0.32,57957.0,0,1,Graduation,Together,3,15925,21.04188960233726,0,1,0,0.0
7414,2012-09-15,18,812,186,12,0.25,0.0833333333333333,0.3333333333333333,43824.0,1,1,Graduation,Married,8,2232,13.41752868561268,0,0,0,0.0
11071,2013-04-21,37,594,1923,16,0.1875,0.375,0.375,79607.0,0,0,Graduation,Single,1,30768,21.42521724349844,0,1,0,0.0
523,2013-01-31,51,674,74,7,0.2857142857142857,0.0,0.5714285714285714,37155.0,1,0,Graduation,Married,5,518,8.97796413899631,0,0,0,0.0
7196,2014-08-02,20,126,13,4,0.0,0.0,0.75,41145.0,1,1,PhD,Married,3,52,4.247398919369893,0,0,0,0.0
4114,2012-11-08,2,758,1693,29,0.2068965517241379,0.3103448275862069,0.4482758620689655,79143.0,0,0,Master,Married,3,49097,25.28738512622749,0,1,0,0.0
5824,2014-11-04,1,32,8,4,0.25,0.0,0.5,34578.0,2,1,PhD,Together,6,32,3.5362965368969035,0,0,0,0.0
3565,2014-03-30,62,251,72,9,0.3333333333333333,0.0,0.3333333333333333,38452.0,1,1,Master,Married,7,648,9.87914795128385,0,0,0,0.0
9010,2013-10-02,80,430,2346,23,0.217391304347826,0.3043478260869565,0.4347826086956521,83151.0,0,0,Master,Married,2,53958,24.664536347995657,0,1,0,0.02
6977,2012-10-14,87,783,1921,29,0.3448275862068966,0.1724137931034483,0.4482758620689655,75702.0,0,1,Graduation,Together,6,55709,25.71686695273944,1,1,1,0.98
10341,2014-02-23,45,286,222,10,0.2,0.2,0.5,51315.0,0,0,Graduation,Together,2,2220,12.96583162999301,0,0,0,0.0
10812,2014-01-03,89,337,90,7,0.2857142857142857,0.1428571428571428,0.4285714285714285,46377.0,1,0,PhD,Married,4,630,9.38006864653254,1,0,0,0.02
5046,2014-01-23,97,317,1638,25,0.4,0.24,0.28,78331.0,0,1,Graduation,Divorced,4,40950,24.11591442268873,1,1,1,0.99
8132,2013-05-04,88,581,661,24,0.375,0.0833333333333333,0.3333333333333333,60631.0,1,1,PhD,Married,7,15864,20.90745327410475,1,1,1,0.94
8923,2013-04-18,12,597,1587,21,0.2857142857142857,0.3333333333333333,0.3333333333333333,83917.0,0,0,Graduation,Single,3,33327,22.781695804867997,0,1,0,0.0
263,2014-05-28,9,192,145,8,0.375,0.125,0.375,45576.0,0,0,PhD,Single,8,1160,10.950102952993085,0,0,0,0.0
10413,2014-04-25,67,225,1089,23,0.1739130434782608,0.2608695652173913,0.5217391304347826,72570.0,0,0,Graduation,Married,1,25047,22.22709548110486,0,1,0,0.0
9384,2013-12-06,57,365,606,23,0.1739130434782608,0.0869565217391304,0.4347826086956521,66373.0,1,1,Graduation,Married,3,13938,20.36664947132173,0,1,0,0.0
5871,2012-08-31,98,827,467,16,0.375,0.0625,0.375,24401.0,0,0,Master,Together,8,7472,17.419922421500463,1,1,1,0.74
4973,2014-11-05,39,31,25,5,0.2,0.2,0.4,20587.0,1,0,Graduation,Single,7,125,5.837725323659134,0,0,0,0.0
4472,2014-06-27,34,162,57,6,0.1666666666666666,0.1666666666666666,0.5,35682.0,1,0,PhD,Divorced,2,342,7.901257263882987,0,0,0,0.0
3104,2012-09-17,89,810,2006,21,0.238095238095238,0.1428571428571428,0.5714285714285714,82332.0,0,0,Graduation,Single,2,42126,23.50551194629245,1,1,1,0.98
257,2013-04-28,74,587,1215,20,0.25,0.2,0.45,75032.0,0,1,PhD,Married,3,24300,21.62622340173657,0,1,0,0.0
5043,2012-05-11,89,939,434,13,0.3076923076923077,0.1538461538461538,0.3846153846153846,26997.0,0,0,Basic,Married,7,5642,16.03318647329356,1,0,0,0.17
8541,2014-08-03,98,125,41,8,0.25,0.0,0.5,24683.0,1,0,2n Cycle,Married,5,328,8.212499547255103,1,0,0,0.0
10099,2013-05-10,21,575,882,24,0.2083333333333333,0.125,0.5416666666666666,55434.0,1,0,Graduation,Married,4,21168,21.834681500443324,0,1,0,0.0
450,2013-12-07,90,364,270,12,0.0833333333333333,0.3333333333333333,0.3333333333333333,42315.0,0,1,Master,Together,3,3240,14.369151070038573,1,0,0,0.0
5207,2012-09-24,41,803,793,29,0.3103448275862069,0.1379310344827586,0.2068965517241379,53378.0,1,1,PhD,Married,8,22997,22.71007878553344,0,1,0,0.01
9799,2013-08-05,57,488,1173,19,0.1052631578947368,0.1052631578947368,0.631578947368421,83664.0,1,1,PhD,Divorced,5,22287,21.17435097659313,0,1,0,0.0
10232,2013-05-11,9,574,331,15,0.2,0.1333333333333333,0.4666666666666667,48799.0,0,1,PhD,Divorced,3,4965,16.095251745897638,0,0,0,0.0
7631,2013-06-10,34,544,989,23,0.217391304347826,0.3043478260869565,0.4347826086956521,61346.0,1,0,Master,Together,3,22747,21.92127761511992,0,1,0,0.0
9291,2014-03-23,25,258,15,4,0.0,0.0,0.75,34242.0,0,1,Master,Married,5,60,4.462309405159923,0,0,0,0.0
1092,2012-11-08,17,758,1147,20,0.45,0.15,0.2,61014.0,0,1,Graduation,Married,7,22940,21.451024879495804,0,1,0,0.0
35,2012-08-09,35,849,210,10,0.2,0.2,0.3,25545.0,1,0,Graduation,Married,6,2100,12.833195318949771,0,0,0,0.0
5185,2013-02-14,83,660,892,13,0.3076923076923077,0.2307692307692307,0.3846153846153846,74268.0,0,0,Graduation,Married,2,11596,17.931303517967603,1,1,1,0.81
9847,2012-03-08,39,1003,587,16,0.4375,0.25,0.1875,62972.0,0,1,2n Cycle,Married,6,9392,18.06662788018926,0,1,0,0.0
2694,2014-03-18,44,263,24,5,0.2,0.0,0.6,42664.0,0,1,Graduation,Married,6,120,5.767451239476864,0,0,0,0.0
9797,2014-04-13,38,237,443,16,0.1875,0.1875,0.5,58116.0,0,1,Graduation,Married,2,7088,17.270771493308622,0,1,0,0.0
9491,2013-12-27,68,344,66,10,0.3,0.1,0.3,23976.0,1,0,Graduation,Together,7,660,10.082412555607796,0,0,0,0.0
11100,2013-11-04,37,397,63,7,0.2857142857142857,0.0,0.4285714285714285,51813.0,1,1,Graduation,Divorced,7,441,8.648154250527623,0,0,0,0.0
5049,2013-06-06,19,548,46,6,0.5,0.0,0.3333333333333333,30351.0,1,0,PhD,Together,9,276,7.492041293528577,0,0,0,0.0
10492,2014-06-24,96,165,10,4,0.0,0.0,0.75,38285.0,2,1,Graduation,Together,2,40,3.859263562088207,1,0,0,0.0
9239,2013-07-26,94,498,126,8,0.25,0.125,0.5,61923.0,0,2,Master,Married,3,1008,10.64376692358155,1,0,0,0.01
5558,2014-03-31,90,250,1685,15,0.2666666666666666,0.4,0.2666666666666666,90933.0,0,0,PhD,Single,1,25275,20.6006506655308,1,1,1,0.94
9964,2013-07-08,56,516,424,15,0.2666666666666666,0.1333333333333333,0.5333333333333333,61825.0,0,1,Graduation,Single,4,6360,16.779954175749367,0,1,0,0.0
2831,2014-06-27,99,162,1179,26,0.2692307692307692,0.2692307692307692,0.3846153846153846,78416.0,0,1,Graduation,Together,3,30654,23.312343097995736,1,1,1,0.93
9595,2013-11-01,1,400,1574,14,0.2857142857142857,0.3571428571428571,0.2857142857142857,64260.0,0,0,Graduation,Together,3,22036,19.936694153855512,0,1,0,0.0
9140,2013-12-25,89,346,91,8,0.25,0.0,0.5,50523.0,1,1,2n Cycle,Together,6,728,9.935384995010324,1,0,0,0.0
2929,2013-02-20,27,654,137,8,0.25,0.125,0.5,20180.0,0,0,Graduation,Single,7,1096,10.82628289579787,0,0,0,0.0
4992,2013-09-19,12,443,69,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,17459.0,1,0,Master,Together,7,621,9.782521811998986,0,0,0,0.0
7453,2013-02-02,46,672,488,21,0.1428571428571428,0.3809523809523809,0.1904761904761904,36130.0,0,1,Graduation,Single,4,10248,19.14085534155042,0,1,0,0.0
7627,2012-12-12,25,724,2086,21,0.238095238095238,0.5238095238095238,0.238095238095238,92163.0,0,0,Master,Married,2,43806,23.626330157294262,0,1,0,0.0
3968,2013-06-28,77,526,1199,27,0.4074074074074074,0.1111111111111111,0.4444444444444444,65706.0,0,0,2n Cycle,Divorced,7,32373,23.62558600966183,0,1,0,0.01
7532,2012-08-30,26,828,132,10,0.3,0.0,0.4,43586.0,0,1,Graduation,Married,8,1320,11.726545056896576,0,0,0,0.0
9076,2013-05-01,44,584,185,13,0.3076923076923077,0.0769230769230769,0.3076923076923077,30732.0,1,0,PhD,Married,8,2405,13.791045061975382,0,0,0,0.0
3910,2013-08-10,78,483,1862,17,0.2352941176470588,0.4117647058823529,0.3529411764705882,83829.0,0,0,Graduation,Divorced,1,31654,21.764335656944283,0,1,0,0.01
3711,2014-01-03,19,337,1902,20,0.3,0.15,0.5,80184.0,0,0,Master,Married,3,38040,22.98975784892557,0,1,0,0.0
1170,2013-03-25,45,621,244,14,0.3571428571428571,0.0714285714285714,0.2857142857142857,27573.0,1,0,Graduation,Married,8,3416,14.897683403380832,0,0,0,0.0
9392,2014-08-05,17,123,17,4,0.25,0.0,0.5,26954.0,1,0,Graduation,Single,7,68,4.651873888186883,0,0,0,0.0
948,2013-05-15,32,570,41,8,0.125,0.25,0.25,10245.0,1,0,Graduation,Single,5,328,8.212499547255103,0,0,0,0.0
10643,2013-10-01,23,431,653,20,0.25,0.1,0.55,42000.0,0,0,PhD,Single,5,13060,19.73796579768112,0,1,0,0.0
8890,2014-05-30,1,190,272,14,0.3571428571428571,0.0714285714285714,0.3571428571428571,65808.0,1,1,PhD,Divorced,6,3808,15.190731223027806,0,0,0,0.0
3267,2014-06-25,27,164,608,20,0.4,0.05,0.4,57288.0,0,1,Master,Together,6,12160,19.520924582647712,0,1,0,0.01
9579,2013-07-07,61,517,106,9,0.2222222222222222,0.2222222222222222,0.2222222222222222,33762.0,2,1,PhD,Married,8,954,10.759586016344729,0,0,0,0.0
3969,2013-01-11,46,694,133,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,43018.0,0,1,Master,Together,5,931,10.18477154451078,0,0,0,0.0
4107,2013-08-10,52,483,425,16,0.25,0.375,0.25,46681.0,0,2,PhD,Together,5,6800,17.153518346629376,0,1,0,0.0
6605,2013-11-27,85,374,682,20,0.45,0.2,0.3,55614.0,0,0,PhD,Divorced,7,13640,19.87006003964985,1,1,1,0.97
1065,2013-12-29,85,342,1918,19,0.2631578947368421,0.4210526315789473,0.2631578947368421,80695.0,0,0,Graduation,Single,2,36442,22.646416356041808,1,1,1,0.96
7297,2013-12-26,54,345,57,11,0.2727272727272727,0.0909090909090909,0.2727272727272727,7500.0,1,0,Graduation,Single,7,627,10.089821837992003,0,0,0,0.0
10664,2013-07-09,14,515,467,17,0.5294117647058824,0.0588235294117647,0.2941176470588235,51529.0,0,1,Master,Widow,8,7939,17.771359116840326,0,1,0,0.0
1378,2013-07-24,24,500,694,23,0.3043478260869565,0.1739130434782608,0.2608695652173913,50334.0,0,1,2n Cycle,Together,6,15962,20.79690410625648,0,1,0,0.0
295,2013-07-19,77,505,1157,22,0.1363636363636363,0.3181818181818182,0.5,81217.0,0,0,Graduation,Single,1,25454,22.1191860996392,0,1,0,0.0
9135,2012-06-08,92,911,64,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,27203.0,1,1,Graduation,Together,8,384,8.12298255457722,1,0,0,0.01
5121,2014-03-21,30,260,761,20,0.35,0.3,0.25,56628.0,0,1,Graduation,Single,5,15220,20.203288184321465,0,1,0,0.0
4099,2012-12-11,14,725,62,5,0.2,0.0,0.6,30675.0,1,0,Graduation,Married,8,310,7.423500878299615,0,0,0,0.0
4002,2013-10-13,3,419,1123,27,0.2592592592592592,0.2592592592592592,0.4444444444444444,77037.0,0,1,PhD,Married,3,30321,23.40756718167548,0,1,0,0.0
2968,2013-01-02,53,703,902,24,0.2916666666666667,0.4166666666666667,0.2083333333333333,48948.0,0,0,PhD,Divorced,6,21648,21.90677579795421,0,1,0,0.0
4037,2013-06-14,77,540,20,4,0.25,0.0,0.5,31859.0,1,0,Graduation,Divorced,7,80,4.899969836528364,0,0,0,0.0
6201,2013-11-29,45,372,49,7,0.2857142857142857,0.0,0.4285714285714285,38643.0,1,1,Graduation,Single,7,343,8.134823149494489,0,0,0,0.0
3595,2014-02-28,29,281,1138,28,0.2142857142857142,0.2857142857142857,0.4285714285714285,77226.0,0,1,Graduation,Together,3,31864,23.69871140255264,0,1,0,0.0
11191,2013-07-12,11,512,139,8,0.25,0.125,0.5,41411.0,0,0,Graduation,Divorced,6,1112,10.85789818336446,0,0,0,0.0
